title,price,rooms,mtts,floor,link,description
"
Piso en calle Emigdio de la Riva, 33, Vidal, Salamanca
",94.900,3 hab.,82 m²,Planta 4ª exterior sin ascensor,/inmueble/102046319/,"
Solución Inmobiliaria le ofrece en Plaza Barrio Vidal, se vende luminosa vivienda, para entrar a vivir, en muy buen estado. En la calle Emigdio de la Riva, muy luminoso al ser exterior todo, menos cocina y baños
Con una superficie útil de 72 m2, distribuido en 3 dormitorios, salón con salida a balcó
"
"
Piso en plaza San Juan de Sahagún, 2, Sancti Spiritus-San Juan, Salamanca
",197.000,1 hab.,65 m²,Planta 1ª exterior con ascensor,/inmueble/102047052/,"
Solución Inmobiliaria vende una AUTÉNTICA OPORTUNIDAD EN LA PLAZA SAN JUAN DE SAHAGUN!
Le ofrece un espectacular apartamento 55 m2 útiles, reformado de auténtico lujo a estrenar con acabados de Porcelanosa (obra finalizada) muy bien distribuido amplio dormitorio independiente de 14,43 m2 con zona i
"
"
Piso en plaza de Gabriel y Galán, 7, Labradores, Salamanca
",325.000,4 hab.,158 m²,Planta 1ª exterior con ascensor,/inmueble/102047077/,"
GRAN OPORTUNIDAD, LA VIVIENDA REFORMADA MÁS ECONÓNIMA DE LA ZONA! FOTOS REALES! Solución Inmobiliaria le ofrece en plena Plaza de Gabriel y Galán, con magníficas vistas a la misma plaza, vivienda reformada de lujo a estrenar, con altas calidades.
Consta de 158 m2 construidos, distribuidos 4 dormit
"
"
Piso en calle San Mateo, Sancti Spiritus-San Juan, Salamanca
",359.000,7 hab.,190 m²,Planta 4ª exterior con ascensor,/inmueble/101572122/,"
Se vende un magnífico piso en el centro de Salamanca, con una ubicación inmejorable para ofrecerte todos los servicios a pie de calle, tendrás todo lo necesario a tu alcance, podrás acceder a colegios, tiendas, restaurantes.   supermercados, parques y otros lugares de interés sin necesidad de utiliz
"
"
Piso en calle José Jáuregui, Sancti Spiritus-San Juan, Salamanca
",287.000,4 hab.,113 m²,Planta 5ª exterior con ascensor,/inmueble/102046135/,"
¡Descubre tu nuevo hogar en pleno centro de la ciudad! Solución Inmobiliaria tiene el placer de presentarte esta luminosa vivienda en altura, ubicada en una calle peatonal. Con una superficie de 130 m2, este espacioso inmueble ofrece infinitas posibilidades de reforma a tu gusto.
Situado en un edif
"
"
Piso en paseo de Carmelitas, Carmelitas, Salamanca
",725.000,8 hab.,317 m²,Planta 7ª exterior con ascensor,/inmueble/98423158/,"
EXCLUSIVA VIVIENDA JUNTO PUERTA ZAMORA!
PLANTA COMPLETA (séptima) de un edificio en pleno Paseo de Carmelitas, en la acera con orientación SUR. EXTRAORDINARIA propiedad EXTERIOR EN SU TOTALIDAD (a 3 calles prácticamente) para dejar a tu gusto y necesidades.
Con una superficie de 315m² construidos,
"
"
Ático en calle Correhuela, Centro, Salamanca
",360.000,3 hab.,105 m²,Planta 4ª exterior con ascensor,/inmueble/95054639/,"
ATICO JUNTO PLAZA MAYOR! Terraza 24 m2
Tres dormitorios (dos de ellos a terraza), salón comedor con salida a la terraza, cocina y baño.
Exterior. Reformado. Ascensor hasta vivienda. Buena orientación. Gas natural.
TIENES QUE VERLO, HAZ TU OFERTA!
ABSTENERSE CURIOSOS Y GENTE NO INTERESADA EN EST
"
"
Piso en calle Batuecas, 17, San Bernardo, Salamanca
",105.000,2 hab.,56 m²,Planta 3ª exterior sin ascensor,/inmueble/102049576/,"
Único en la zona con estas características!
Solución Inmobiliaria le ofrece una gran oportunidad.
 Vivienda con altura totalmente exterior reformada y con mobiliario nuevo a estrenar.
Ubicada en calle Batuecas, junto Filiberto Villalobos, Campus Universitario y Avda. de Villamayor. ¡Edificio con tej
"
"
Piso en avenida de Villamayor, 75, San Bernardo, Salamanca
",239.999,4 hab.,119 m²,Planta 2ª exterior con ascensor,/inmueble/102179030/,"
Estudio Urbano presenta vivienda completamente exterior en la Av. Villamayor, cuatro habitaciones, dos baños, 100 m2 útiles, Av. Villamayor 75, 239.999€.
Inmueble completamente exterior a excepción de los baños con orientación noreste. Dispone de amplio salón con salida a balcón, cuatro habitacione
"
"
Piso en plaza de Madrid, Salesas, Salamanca
",120.000,3 hab.,86 m²,Planta 4ª exterior con ascensor,/inmueble/100964082/,"
MAGNIFICO PISO EXTERIOR EN PLENA PLAZA DE MADRID
Este piso de 86m² completamente exterior, está distribuido en tres habitaciones. salón, cocina. baño y trastero, es ideal para hacerlo a tu gusto, crea zonas de espacios abiertos y modernos y vive en la casa de tus sueños, en una de las zonas que mas
"
"
Piso en calle María Auxiliadora, Labradores, Salamanca
",365.000,4 hab.,192 m²,Planta 1ª exterior con ascensor,/inmueble/98428572/,"
EN MARÍA AUXILIADORA a 2 minutos de la CALLE TORO, con vista a la Iglesia de María Auxiliadora, amplios ventanales de 3 metros por 1.8 de alto aproximadamente. Se entrega TOTALMENTE REFORMADO EN ALTAS CALIDADES.
Fotos y vídeos REALES.
Piso de 152 metros útiles aproximadamente; distribuidos en gra
"
"
Piso en calle Perú, Prosperidad - Delicias, Salamanca
",198.000,3 hab.,114 m²,Planta 4ª exterior con ascensor,/inmueble/101104779/,"
TOTALMENTE REFORMADO EN ALTAS CALIDADES, muy luminoso con 90m. útiles aproximadamente, ZONA DEL MUSEO DE COMERCIO.
FOTOS REALES.
Piso distribuido en salón con salida a balcón, tres dormitorios, uno de ellos con balcón, cocina independiente y dos baños, uno en dormitorio principal. Plazas de garaje
"
"
Piso en Joaquin Costa, Carmelitas, Salamanca
",126.000,3 hab.,82 m²,Planta 3ª interior con ascensor,/inmueble/101808984/,"
OPORTUNIDAD DE INVERSION! PLAZA DE OESTE!
Inmobiliaria Gesticasa vende piso en la zona de la Plaza del Oeste a escasos minutos del centro de Salamanca.
Se trata de una tercera planta con ascensor, distribuido 3 dormitorios, salón, cocina, baño y galería.
Todo el piso es Interior a patios.
El piso
"
"
Piso en calle Bolívar, Garrido sur, Salamanca
",122.000,3 hab.,90 m²,Planta 2ª exterior con ascensor,/inmueble/100737541/,"
Interesante Piso Económico a un Paso del Corte Inglés y de la estación de Renfe y Centro Comercial ""Vialia""
¡PINCHA SOBRE VÍDEO Y PODRÁS VISITARLO DE FORMA VIRTUAL!
Es un Segundo de Altura y con Balcón exterior.
Se distribuye en Tres Habitaciones de las cuales dos de ellas son Dobles y de las Dobles
"
"
Piso en paseo de Canalejas, Sancti Spiritus-San Juan, Salamanca
",255.000,4 hab.,112 m²,Planta 1ª exterior con ascensor,/inmueble/101944594/,"
Soho Inmobiliaria tiene en venta este piso para reformar de 112m² en el Paseo Canalejas, ubicado en el corazón de Salamanca capital. Esta espaciosa propiedad cuenta con cuatro habitaciones, un luminoso salón con balcón, una cocina con patio de 20m², dos baños completos y ofrece la comodidad de una p
"
"
Piso en calle Primero de Mayo, Garrido sur, Salamanca
",149.990,4 hab.,105 m²,Planta 1ª exterior con ascensor,/inmueble/101788240/,"
En PRIMERO DE MAYO, junto a la AVENIDA PORTUGAL-PASEO DE LA ESTACIÓN, vivienda de 98 metros útiles aproximadamente.
Piso distribuido en cuatro dormitorios, dos dobles, salón con salida a amplio balcón, cocina independiente con salida a patio de uso exclusivo de 15 metros con un trastero, baño con b
"
"
Piso en calle Orellana, Garrido sur, Salamanca
",98.000,2 hab.,82 m²,Planta 1ª exterior sin ascensor,/inmueble/101944573/,"
Se vende piso luminoso y acogedor en la zona de la estación de Vialia Salamanca.
Con muchas posibilidades, tanto para invertir como para tu familia.
El piso tiene dos habitaciones, un baño, salón comedor y cocina equipada.  
También tiene un maravilloso trastero de 12m2 para que puedas guardar tod
"
"
Piso en calle Álvaro Gil, 27, Carmelitas, Salamanca
",270.000,4 hab.,142 m²,Planta 3ª exterior con ascensor,/inmueble/101507405/,"
Arias Martín Inmobiliaria en Salamanca te presenta, en venta, este piso situado en buen edificio de la Calle Álvaro Gil. A un minuto de la Puerta de Zamora, en el centro de la ciudad y a pocos minutos andando de la Plaza Mayor de Salamanca.
Se trata de una tercera planta con ascensor en un edificio
"
"
Piso en avenida de los Comuneros, Estación, Salamanca
",220.000,5 hab.,133 m²,Planta 6ª exterior con ascensor,/inmueble/101412196/,"
6ª PLANTA, EN LA AVENIDA DE LOS COMUNEROS, primer tramo, junto a La Alamedilla y a un minuto de la Plaza España, con muy buenas posibilidades de reforma.
Piso distribuido en cinco dormitorios TODOS dobles, armarios empotrados, salón con salida a balcón, cocina amplia con salida a lavadero-galería,
"
"
Piso en paseo de Canalejas, 74, San Esteban-San Cristobal, Salamanca
",258.000,4 hab.,104 m²,Planta 3ª exterior con ascensor,/inmueble/102021343/,"
Sabes que las propiedades son únicas, exclusivas y hay características que tardan en volverse a encontrar en el mercado una vez que se venden. Si valoras las bonitas vistas desde tu casa, la ubicación y la buena orientación... esta es una de las que tienes que tener en cuenta.  
Arias Martín Inmobi
"
"
Piso en paseo Luis Cortés, La Salle - Vistahermosa, Salamanca
",128.500,2 hab.,75 m²,Planta 4ª exterior con ascensor,/inmueble/101611785/,"
¡ Piso en Paseo Luis Cortes (Salas Bajas)!
El piso se distribuye en salón comedor con acceso a un balcón exterior con vistas despejadas, cocina completamente equipada con electrodomésticos y con salida a una galería cerrada también exterior, dos dormitorios dobles y un baño completo con bañera.
Es
"
"
Piso en calle Candelario, 30, San Bernardo, Salamanca
",155.000,3 hab.,72 m²,Planta 3ª exterior con ascensor,/inmueble/102052173/,"
¡INVERSIÓN ASEGURADA! Alquilado para el próximo curso a estudiantes con una rentabilidad del 5% anual! En 690€/mes más gastos!
Solución Inmobiliaria le ofrece una gran oportunidad tanto para vivir como para invertir en una de las zonas más demandadas de la ciudad. En calle candelario número 30, port
"
"
Piso en paseo de Canalejas, 11, Prosperidad - Delicias, Salamanca
",299.000,5 hab.,195 m²,Planta 2ª exterior con ascensor,/inmueble/95682844/,"
Interesante Piso, junto a Plaza de España y Parque de la Alamedilla de Salamanca.
Situado en una Avenida Principal de la Ciudad.
¡PINCHA EN VÍDEO PARA VISITARLO VIRTUALMENTE!
Es una vivienda con más de 160 M2 útiles y dos puertas de entrada, la de servicio, por la cocina y la principal, por la que e
"
"
Piso en calle Toreses, Rollo - Puente Ladrillo, Salamanca
",110.000,2 hab.,63 m²,Planta 2ª exterior con ascensor,/inmueble/86373366/,"
Interesante piso, para entrar a vivir, con Plaza de Garaje incluida en el precio, en la Zona de Toreses Salamanca.
Es totalmente exterior y muy Luminoso.
¡PINCHA EN VIDEO PARA VISITARLO VIRTUALMENTE!
Consta de Salón exterior con cocina americana totalmente equipada y salida a un amplio balcón,
Do
"
"
Piso en calle Pinto, San Esteban-San Cristobal, Salamanca
",295.000,2 hab.,85 m²,Planta 5ª exterior con ascensor,/inmueble/101981929/,"
Magnífico Ático en el Centro de Salamanca, ubicado en uno de los mejores edificios de la Zona, Junto a Gran Vía, con Plaza de Garaje Incluida.
Situado en una calle Tranquila paralela a Gran Vía y vistas por el Este a la Plaza de San Cristóbal y por el Oeste Vistas a Catedral.
¡PINCHA SOBRE VÍDEO Y P
"
"
Piso en calle Batalla del Salado, Prosperidad - Delicias, Salamanca
",189.000,3 hab.,100 m²,Planta 4ª exterior con ascensor,/inmueble/101955186/,"
Estudio Urbano presenta fantástica vivienda en el Camino de las Aguas, tres habitaciones, dos baños, 80 m2 útiles, Calle Batalla del Salado, 189.000€.
Opcional plaza de garaje y trastero con acceso directo desde el ascensor por 15.000€.
Cuarto de altura con orientación oeste. Dispone de amplio sal
"
"
Piso en calle Larga, 19, San José - Parador - Zurguen, Salamanca
",124.000,2 hab.,78 m²,Planta 1ª exterior con ascensor,/inmueble/99282145/,"
Vivir en un lugar rodeado de zonas verdes, al lado del Río Tormes, junto al Puente Romano de Salamanca y, atravesándolo, a pocos minutos del centro de la ciudad es.. . todo un privilegio!
Arias Martín Inmobiliaria en Salamanca te presenta, en venta, este bonito piso en el Arrabal. En un edificio con
"
"
Piso en Portugal. De, Vidal, Salamanca
",259.000,5 hab.,145 m²,Planta 7ª exterior con ascensor,/inmueble/101629384/,"
Fantástica vivienda en venta en Avda. de Portugal, junto a la rotonda de Torres Villarroel.
Consta de 117 metros útiles, repartidos en cinco amplias habitaciones y dos baños
tiene una espaciosa cocina y amplio salón con salida a un balcón, es un séptimo piso de altura, lo que proporciona a la vivien
"
"
Piso en plaza del Santo, San Esteban-San Cristobal, Salamanca
",395.000,4 hab.,160 m²,Planta 4ª exterior con ascensor,/inmueble/96217873/,"
REF: V068
alquileresensalamanca. com
DPTO. VENTAS
Disponemos en exclusividad de gran piso situado junto a la Plaza San Cristóbal, a tan sólo 5 minutos andando de la Plaza Mayor.
Situado en una planta cuarta con ascensor el piso dispone de plaza de garaje cerrada incluida en el precio.
Superficie
"
"
Piso en calle Sánchez Llevot, Labradores, Salamanca
",298.000,3 hab.,125 m²,Planta 7ª exterior con ascensor,/inmueble/101000440/,"
Estupendo Piso con Altura y luminoso, junto a Puerta Zamora y Plaza de Gabriel y Galán
¡PINCHA EN VIDEO PARA VISITARLO VIRTUALMENTE!
Situado a 10 minutos a pie de la Plaza Mayor de Salamanca.
Buen edificio con Portero físico Y portal sin barreras con 3 ascensores.
Es un 7º de altura y consta de Tr
"
"
Piso en calle Bermejeros, Centro, Salamanca
",297.000,6 hab.,155 m²,Planta 1ª exterior con ascensor,/inmueble/100572542/,"
Estupendo Piso Céntrico y con Plaza de Garaje en el mismo edificio incluida en el precio.
Situado a 5 minutos (reales) a pie de la Plaza Mayor de Salamanca y junto a Gran Vía.
La vivienda está para entrar a vivir y consta de Seis dormitorios de los cuales el Principal es exterior con amplio Balcón.
"
"
Dúplex en calle la beira, La Salle - Vistahermosa, Salamanca
",159.500,3 hab.,96 m²,Planta 2ª exterior sin ascensor,/inmueble/90849327/,"
DUPLEX EN VISTAHERMOSA.
Precioso duplex en Vistahermosa. Es totalmente exterior, con una luz espectacular.
El inmueble tiene una orientación inmejorable, sur este oeste, sol y luz todo el dia.
Es toda exterior.
El dúplex se distribuye:
- Planta baja: Amplio salón, cocina equipada y aseo. Del
"
"
Piso en calle Sol Oriente, Sancti Spiritus-San Juan, Salamanca
",369.999,6 hab.,202 m²,Planta 3ª exterior con ascensor,/inmueble/100307998/,"
Estudio Urbano presenta amplia vivienda en calle Sol Oriente 11, seis habitaciones, dos baños, 182 m2 útiles, 369.999€.
Inmueble con altura y orientación este. Dispone de amplio salón con salida a gran balcón, seis habitaciones de las cuales 4 son dobles y dos sencillas, todas excepto una a patio,
"
"
Piso en calle Sánchez Llevot, Labradores, Salamanca
",298.000,3 hab.,125 m²,Planta 7ª exterior con ascensor,/inmueble/101000440/,"
Estupendo Piso con Altura y luminoso, junto a Puerta Zamora y Plaza de Gabriel y Galán
¡PINCHA EN VIDEO PARA VISITARLO VIRTUALMENTE!
Situado a 10 minutos a pie de la Plaza Mayor de Salamanca.
Buen edificio con Portero físico Y portal sin barreras con 3 ascensores.
Es un 7º de altura y consta de Tr
"
"
Piso en paseo de la Estación, Garrido sur, Salamanca
",190.000,3 hab.,90 m²,Planta 3ª exterior con ascensor,/inmueble/90819645/,"
Estupendo Piso Totalmente Reformado, para entrar a vivir.
Situado en el Paseo de la Estacíón, Frente al Centro Comercial de Vialia.
La reforma se ha realizado con los mejores materiales como suelo vinílico en cocina, Tarima AC5 en habitaciones, Salón, pasillo. Y los mejores gres y alicatados en coci
"
"
Piso en Labradores, Salamanca
",225.000,4 hab.,110 m²,Planta 4ª exterior con ascensor,/inmueble/101283243/,"
! OPORTUNIDADDDD JUNTO A AVENIDA PORTUGAL ZONA MARÍA AUXILIADORA! Piso ideal para inversores de 84 m2 útiles distribuidos en 4 dormitorios, 2 baños, cocina completamente equipada y salón. Orientación sur.. . Suelos de cerámica.. . Puertas de roble. ventanas de aluminio... Portal totalmente adaptado.
"
"
Piso en Sancti Spiritus-San Juan, Salamanca
",449.000,4 hab.,200 m²,Planta 5ª exterior con ascensor,/inmueble/99783241/,"
CÉNTRICO Y EXCLUSIVO.. . PARA ENTRAR YA!
Calle peatonal, reformado con sumo gusto en calidades altas, en buen edificio, buena distribución.
Exterior y soleado, grandes ventanales en salón de 55 metros.. . cocina amueblada de 40 con despensa. dos estupendos cuartos de baños completos y un aseo, cua
"
"
Piso en San Esteban-San Cristobal, Salamanca
",240.000,4 hab.,135 m²,Planta 1ª exterior con ascensor,/inmueble/102032876/,"
¡ CUESTA SANTIC SPIRITUS-GRAN VÍA-! . Bonito piso de 4 dormitorios AMPLIOS. 2 baños.. . Cocina amplia con terraza.. . Balcón en el salón.. . Para reformar. Con buena distribución. Calefacción Central.. . 167€ de comunidad.. . Portal adaptado.. . Ascensor.. . Suelos de parquet y cerámica.. . Ventanas
"
"
Piso en calle María Auxiliadora, 13, Labradores, Salamanca
",245.000,4 hab.,95 m²,Planta 4ª exterior con ascensor,/inmueble/100661096/,"
¡ATENCIÓN!
Piso en el primer tramo de Mª Auxiliadora, a un minuto de Plaza España.
4ª planta con ascensor.
Actualmente tiene 4 dormitorios y 2 cuartos de baño. Tiene 95 m2 construidos y 82, 83 m2 útiles. Ideal para reformar y dejar un estupendo piso con 3 dormitorios y 2 cuartos de baño.
Todo ext
"
"
Piso en ronda de Sancti-Spiritus, Sancti Spiritus-San Juan, Salamanca
",250.000,2 hab.,80 m²,Planta 6ª exterior con ascensor,/inmueble/101311088/,"
REF: VA046
alquileresensalamanca. com
Dpto. de ventas
Situado junto a la Gran Vía, con 2 dormitorios, 1 baño y 1 aseo, amplio salón con salida a terraza cubierta, cocina amueblada y bien equipada hasta con lavavajillas.
Suelos de parquet y ventanas con doble acristalamiento.
Servicios centrales d
"
"
Piso en Rollo - Puente Ladrillo, Salamanca
",135.000,2 hab.,77 m²,Planta 3ª exterior con ascensor,/inmueble/99482836/,"
NOVEDAD! VIVIENDA EXTERIOR ZONA LOS TORESES!
Vivienda distribuida en dos dormitorios con armarios empotrados vestidos, cocina amueblada y equipada, baño completo, balcón, plaza de garaje en edificio incluida, piscina y juegos infantiles, suelos en tarima, carpintería en roble, puerta blindada, balc
"
"
Chalet adosado en Pizarrales, Salamanca
",70.000,3 hab.,90 m²,,/inmueble/101780836/,"
CASA JUNTO CARRETERA DE LEDESMA!
Se oferta interesante VIVIENDA UNIFAMILIAR al lado de la iglesia de Pizarrales.
Hace ESQUINA, exterior a dos calles. Garaje y terraza
Grandes posibilidades de reforma
Muy luminosa
TIENES QUE VERLA.
ABSTENERSE CURIOSOS Y GENTE NO INTERESADA EN ESTE TIPO DE PRODUCTO
"
"
Piso en calle José Jáuregui, 12, Sancti Spiritus-San Juan, Salamanca
",330.000,4 hab.,95 m²,Planta 5ª exterior con ascensor,/inmueble/102047084/,"
Solución inmobiliaria les ofrece totalmente reformado en primeras calidades, en pleno centro, en calle peatonal, luminosa vivienda en proceso de reforma con acabados de Porcelanosa. ¡Pudiendo elegir ahora distribución y calidades!
Vivienda con altura de 130 m2, en buen edificio con zonas comunes re
"
"
Chalet adosado en calle Pintor Celso Lagar, 11, Rollo - Puente Ladrillo, Salamanca
",250.000,5 hab.,150 m²,,/inmueble/102046810/,"
ÚNICO CHALET ADOSADO EN EL CASCO URBANO DE SALAMANCA! En la calle Pintor Celso Lagar con todos los servicios alrededor! Sin ruidos, vivienda de 150m2 útiles reformada de lujo a estrenar, distribuidos en 5 habitaciones y amplia buhardilla, 2 baños y un aseo, en tres plantas, garaje con puerta automát
"
"
Piso en calle Corrales de Monroy, 13, Sancti Spiritus-San Juan, Salamanca
",225.000,2 hab.,67 m²,Planta 1ª exterior con ascensor,/inmueble/102047079/,"
Solución Inmobiliaria le ofrece en venta junto a la calle Toro, en el centro de Salamanca, en la calle Corrales de Monroy, piso reformado de lujo a estrenar. El piso consta de 54 m2 útiles distribuidos en 2 dormitorios, 1 baño completo, amplio salón-comedor de 20 m2 con salida a balcón y cocina inde
"
"
Piso en calle Galileo, 18, Garrido sur, Salamanca
",168.000,3 hab.,92 m²,Planta 3ª exterior con ascensor,/inmueble/102047083/,"
Solución inmobiliaria le ofrece en la zona de los Ovalle un piso de 75m2 útiles, distribuido en 3 habitaciones y 2 baños, la vivienda cuenta con 3 huecos exteriores, salón y dos dormitorios dobles, el salón totalmente rectangular, la calefacción es individual de gas natural y se paga poca comunidad
"
"
Piso en pozo Amarillo, 25, Centro, Salamanca
",275.000,3 hab.,116 m²,Planta 1ª exterior con ascensor,/inmueble/102047075/,"
En Solución Inmobiliaria tenemos una oferta única para ti en pleno centro de la ciudad, en la calle Pozo Amarillo.
Te presentamos una primera planta sin barreras arquitectónicas, perfecta para disfrutar de comodidad y accesibilidad.
Esta vivienda ha sido completamente reformada con un toque de lu
"
"
Ático en calle Volta, 11, San Bernardo, Salamanca
",210.000,3 hab.,81 m²,Planta 5ª exterior con ascensor,/inmueble/102181158/,"
¿Quiere vivir en un luminoso ático con ascensor hasta la planta y gran terraza rectangular en la zona más demandada de Salamanca? Nosotros disponemos de él!
En calle Volta número 11, a escasos metros de la Avenida Villamayor, en edifico con muchas mejoras ( portal sin barreras y cubierta nueva).
B
"
"
Ático en calle Volta, 13, San Bernardo, Salamanca
",249.999,3 hab.,81 m²,Planta 5ª exterior con ascensor,/inmueble/102181144/,"
¿ Quiere vivir en un luminoso ático con ascensor hasta la planta y gran terraza rectangular en la zona más demandada de Salamanca? Nosotros disponemos de él!
En calle Volta número 11, a escasos metros de la Avenida Villamayor, en edifico con muchas mejoras ( portal sin barreras y cubierta nueva).
 
"
"
Piso en paseo del Doctor Torres Villarroel, 51, Vidal, Salamanca
",210.000,4 hab.,110 m²,Planta 5ª exterior con ascensor,/inmueble/102164776/,"
Solución Inmobiliaria le ofrece en pleno TORRES VILLARROEL, en el número 51, vivienda con altura, para entrar a vivir.
El inmueble cuenta con 90 m2 útiles aproximadamente, distribuidos en espacioso salón con salida a balcón, cocina totalmente amueblada y equipada con salida a terraza, 4 dormitorios
"
"
Piso en paseo de la Estación, Estación, Salamanca
",270.000,3 hab.,109 m²,Planta 4ª exterior con ascensor,/inmueble/102052167/,"
Solución Inmobiliaria le ofrece en el primer tramo de paseo de la estación vivienda reformada de lujo a estrenar totalmente exterior, en gran edificio con portero fisico, ubicado en cuarta planta, en inmueble consta de 77m2 utiles dsitribuidos en 3 grandes habitaciones, amplio salon, cocina independ
"
"
Piso en calle Ferral, Rollo - Puente Ladrillo, Salamanca
",147.000,3 hab.,70 m²,Planta 4ª exterior con ascensor,/inmueble/102047065/,"
RECIÉN REBAJADO!
Solución Inmobiliaria le ofrece en venta luminosa vivienda de altura, totalmente reformada de lujo a estrenar, junto al Paseo del Rollo y al Parque Picasso, en la calle Ferral nº2. El piso consta de 70 m2 construidos distribuidos en 3 dormitorios, 1 baño completo y un aseo, salón ex
"
"
Piso en paseo de la Estación, Estación, Salamanca
",275.000,4 hab.,109 m²,Planta 4ª exterior con ascensor,/inmueble/102047066/,"
Solución Inmobiliaria le ofrece en el primer tramo de paseo de la estación vivienda reformada de lujo a estrenar totalmente exterior, en gran edificio con portero fisico, ubicado en cuarta planta, en inmueble consta de 77m2 utiles dsitribuidos en 4 habitaciones, amplio salon, cocina independiente y
"
"
Piso en andalucia, Pizarrales, Salamanca
",75.000,3 hab.,75 m²,Planta 1ª exterior con ascensor,/inmueble/101866468/,"
PISO EN VENTA JUNTO A LA CARRETERA LEDESMA!
Inmobiliaria Gesticasa vende piso en calle Andalucía, junto a la carretera Ledesma, al lado de la iglesia vieja.
Se distribuye en 3 amplios dormitorios, salón con balcón, cocina con salida a patio y baño con plato de ducha.
Dispone de 75 metros cuadrados
"
"
Piso en avenida de los Comuneros, Rollo - Puente Ladrillo, Salamanca
",159.900,4 hab.,117 m²,Planta 2ª exterior con ascensor,/inmueble/101025872/,"
EN LA AVENIDA DE LOS COMUNEROS. Vivienda de 89 metros útiles, para hacer a tu gusto, con buenas posibilidades.
Piso distribuido en cuatro dormitorios, dos dobles, un baño con bañera, aseo, salón con balcón, cocina y amplio hall de entrada.
Planta segunda (con altura de tercero) con dos ascensores
"
"
Piso en Sancti Spiritus-San Juan, Salamanca
",179.999,1 hab.,45 m²,Planta 2ª exterior con ascensor,/inmueble/102046325/,"
Solución Inmobiliaria le ofrece en plena calle Zamora en gran edificio de piedra, luminoso apartamento reformado a estrenar con altas calidades. Consta de 45 m2 construidos aproximadamente, 37 m2 útiles distribuidos en 1 dormitorio, 1 baño completo y luminoso salón-cocina.
2º planta con ascensor y p
"
"
Piso en Vidal, Salamanca
",149.900,3 hab.,66 m²,Planta 4ª exterior con ascensor,/inmueble/102046177/,"
Magnifica inversión tanto para vivir como para alquilar a escasos metros de Torres Villarroel! Luminosa vivienda con altura y orientada al sur-oeste con zona de parking privado! Ascensor, sin barreras, con 66 m2 construidos muy bien distribuidos y aprovechados, 3 dormitorios, salón, cocina con galer
"
"
Ático en Barrio Blanco, Salamanca
",245.000,3 hab.,125 m², interior sin ascensor,/inmueble/102046198/,"
Solución Inmobiliaria les ofrece la oportunidad de vivir a tan solo 5 minutos caminando del Centro, en una exclusiva Vivienda Unifamiliar, de Obra Nueva, de tres plantas con 125 m2 construidos;
Se distribuiría en la planta baja, garaje con capacidad para un coche, un agradable y bonito patio de 9 m2
"
"
Piso en Carmelitas, Salamanca
",135.000,3 hab.,72 m²,Planta 3ª exterior con ascensor,/inmueble/102047081/,"
Solución Inmobiliaria le ofrece UNA  GRAN OPORTUNIDAD JUNTO A PLAZA DEL OESTE, impecable y luminosa vivienda, toda EXTERIOR, para entrar a vivir o ideal para invertir en una de las mejores zona de Salamanca. El piso consta de 60 m2 útiles, muy bien distribuidos al no tener pasillo, cuenta con 3 dorm
"
"
Piso en Carmelitas, Salamanca
",135.000,3 hab.,72 m², exterior con ascensor,/inmueble/102046176/,"
Solución Inmobiliaria le ofrece oportunidad en la zona de Plaza del Oeste, impecable y luminosa vivienda, toda EXTERIOR, para entrar a vivir o ideal para invertir en una de las mejores zona de Salamanca. El piso consta de 60 m2 útiles, muy bien distribuidos al no tener pasillo, con 3 dormitorios, 1
"
"
Piso en calle Saucelle, 5, San Bernardo, Salamanca
",148.000,3 hab.,80 m²,Planta 4ª exterior sin ascensor,/inmueble/102181145/,"
Solución Inmobiliaria les ofrece Luminosa y amplia vivienda en calle Saucelle número 5 entre AVD villamayor y Filiberto Villalobos! Con alquiler garantizado!
Consta de 80 m2 construidos, distribuidos en 3 dormitorios,   salón con salida a balcón, cocina y un baño.  
No dispone de calefacción.
4º co
"
"
Piso en calle El Bierzo, 37, Capuchinos-Glorieta-C. Jardín, Salamanca
",190.000,3 hab.,108 m²,Planta 5ª exterior con ascensor,/inmueble/102046285/,"
Solución Inmobiliaria le ofrece en calle Bierzo, en gran edificio de piedra de Villamayor una vivienda con altura con plaza de garaje con acceso directo incluida en el precio.
El inmueble cuenta con 108m2 construidos distribuidos en espacioso salón con salida a balcón, amplia cocina totalmente amueb
"
"
Piso en calle Arco, s/n, Sancti Spiritus-San Juan, Salamanca
",422.000,4 hab.,160 m²,Planta 1ª exterior con ascensor,/inmueble/102052168/,"
Solución Inmobiliaria le ofrece EXCLUSIVA VIVIENDA, en plena calle Arco en gran edificio con ascensor, completamente reformada de lujo a estrenar, con magníficas calidades. El piso consta de 129,60 m2 útiles distribuidos en 4 dormitorios, 2 de ellos en suite con vestidor, 3 baños, amplio salón-comed
"
"
Piso en calle Gómez Arias, 9, Vidal, Salamanca
",115.000,3 hab.,66 m²,Planta 4ª exterior con ascensor,/inmueble/102052145/,"
Magnifica inversión tanto para vivir como para alquilar a escasos metros de Torres Villarroel! Luminosa vivienda con altura y orientada al sur-oeste con zona de parking privado! Vivienda en estado de origen, con 66 m2 construidos muy bien distribuidos y aprovechados, 3 dormitorios, salón, cocina con
"
