title,price,rooms,mtts,floor,link,description
"Piso en calle de Aguilar de Campóo, Valdezarza, Madrid",890,2 hab.,80 m², exterior con ascensor,/inmueble/98600466/,"
Piso de 80m2, dispone de 2 habitaciones con armarios roperos, amplio salón con terraza cubierta y toldo. Gran cocina equipada y amueblada...
"
"Piso en Aravaca, Madrid",1.700,3 hab.,114 m²,Planta 1ª exterior con ascensor,/inmueble/98585343/,"
Piso de 114m² con 3 habitaciones con vistas despejadas, orientación sur, luminoso y completamente aislado del ruido en una de las mejores...
"
"Ático en Valdemarín, Madrid",3.000,3 hab.,190 m²,Planta 2ª exterior,/inmueble/98470899/,"
Impecable ático dúplex de 260 m² en urbanización en Valdemarín. Distribución:
PLANTA PRINCIPAL:
-Hall de entrada con armarios.
-Amplio s...
"
"Piso en calle de Beatriz de Bobadilla, Ciudad Universitaria, Madrid",1.950,4 hab.,166 m²,Planta 7ª exterior con ascensor,/inmueble/98456302/,"
SOLFAI CONSULTING pone a su disposición estupendo piso, exterior, sin amueblar. Se trata de una 7° planta de 166 metros.
**DISPONIBILIDA...
"
"Dúplex en calle de Cercis, Valdemarín, Madrid",2.975,4 hab.,400 m²,Planta 2ª exterior con ascensor,/inmueble/39160964/,"
INMOBILIARIA EMMANUEL 91 575 34 91
Ático Duplex de 400 metros cuadrados.
metros utiles 370 útiles.
Ofrecemos
ATICO DUPLEX DE 200...
"
"Ático en Aravaca, Madrid",2.300,4 hab.,218 m², exterior con ascensor,/inmueble/98524592/,"
Ático dúplex en lquiler Aravaca
Engel & Völkers presenta en alquiler este cómodo y acogedor ático dúplex de cuatro dormitorios ubicado mu...
"
"Piso en calle de Irún, Argüelles, Madrid",2.000,1 hab.,60 m²,Planta 2ª exterior con ascensor,/inmueble/98471323/,"
Piso en alquiler en Irún.
PISO A ESTRENAR CON PISCINA Y TERRAZA EN ARGÜELLES.
Apartamento totalmente nuevo, consta de 60 m² repartidos e...
"
"Piso en calle del Rey Francisco, Argüelles, Madrid",4.500,4 hab.,311 m²,Planta 3ª exterior con ascensor,/inmueble/98433824/,"
Piso en alquiler en Rey Francisco.
PISO EXTERIOR DE 6 HABITACIONES REFORMADO Y MUY LUMINOSO EN ARGÜELLES.
Disponible maravillosa viviend...
"
"Casa o chalet independiente en calle Peguerinos, Ciudad Universitaria, Madrid",10.500,6 hab.,703 m²,,/inmueble/98268987/,"
Gilmar Consulting Inmobiliario tiene el placer de presentarles majestuosa vivienda unifamiliar de 700 mts2, ubicada en Puerta del Hierro,...
"
"Ático en Valdemarín, Madrid",2.700,4 hab.,206 m²,Planta 2ª exterior,/inmueble/98327207/,"
Ático dúplex de 206 m² y terraza de 50 m² en urbanización en Valdemarín. Distribución:
- Hall de entrada con armarios.
- Gran salón come...
"
"Piso en Valdemarín, Madrid",2.000,3 hab.,140 m²,Planta 1ª exterior con ascensor,/inmueble/98221759/,"
Luminoso piso de tres dormitorios, tiene 140 m², en urbanización con conserje, piscina, zona infantil, en el prestigioso barrio de Valdem...
"
"Dúplex en calle Doctor Balmis, Aravaca, Madrid",3.500,4 hab.,300 m²,Planta 2ª exterior con ascensor,/inmueble/98221657/,"
^**^ESPECTACULAR ATICO DUPLEX GRAN LUJO CON FABULOSA TERRAZA PANORAMICA…VISIÓN DE FUTURO ES VIVIR EN UNA CASA CON LAS MEJORES VISTAS A MA...
"
"Ático en Aravaca, Madrid",2.500,4 hab.,160 m²,Planta 2ª exterior,/inmueble/31565612/,"
Ático de 160 m² con 140 m² de terraza en urbanización cerrada con jardínes, seguridad 24 horas, conserje, zona infantil, sala de reunione...
"
"Casa o chalet independiente en avenida Fuentelarreina, Ciudad Universitaria, Madrid",5.000,6 hab.,630 m²,,/inmueble/94675333/,"
VER CONDICIONES ABAJO
Se alquila chalet seminuevo en una de las zonas más exclusivas de Madrid Capital, la Colonia de Fuentelarreina, en...
"
"Casa o chalet independiente en Aravaca, Madrid",5.000,5 hab.,380 m²,,/inmueble/98125517/,"
Bonito chalet independiente de 380 m² en parcela de 583 m² con cuidado jardín y piscina propia en zona Diplomáticos, Aravaca.
Magnífica u...
"
"Chalet pareado en Aravaca, Madrid",3.000,5 hab.,364 m²,,/inmueble/98030822/,"
Chalet pareado, de 364 m² con una jardín de 240 m², en zona residencial de Aravaca. Muy bien ubicado por su cercanía al pueblo, rodeado d...
"
"Piso en Valdemarín, Madrid",2.800,5 hab.,195 m²,Planta 1ª exterior,/inmueble/27670402/,"
Piso de 195 m² con una terraza de 15 m² en la zona de Valdemarin.
Urbanización cerrada con jardin, piscina, zona infantil, pista de ten...
"
"Piso en Valdemarín, Madrid",3.500,4 hab.,151 m²,Bajo exterior,/inmueble/97888159/,"
Fabuloso bajo a estrenar de 151 m² con jardín privado de 144 m² en urbanización en Valdemarín.
Distribución:
-Hall de entrada con aseo...
"
"Piso en Valdemarín, Madrid",4.000,5 hab.,203 m²,Bajo exterior,/inmueble/97888156/,"
Fabuloso bajo a estrenar de 201 m² con jardín de 301 m² en urbanización en Valdemarín.
Distribución:
- Hall de entrada con aseo de inv...
"
"Piso en calle de Ferraz, Argüelles, Madrid",1.100,1 hab.,50 m²,Planta 6ª exterior con ascensor,/inmueble/96581280/,"
Servicheck alquila:
MARI CARMEN al 665_595_231, también se atiende por WhatsApp.
Se alquila preciosa vivienda exterior semi-amueblada si...
"
"Piso en calle de Quintana, Argüelles, Madrid",1.650,2 hab.,114 m²,Planta 5ª exterior con ascensor,/inmueble/98399086/,"
SOLFAI CONSULTING pone a su disposición luminoso piso exterior, sin amueblar. Es una 5º planta de 114 metros.
**DISPONIBILIDAD INMEDIATA...
"
"Piso en calle Quintana, Argüelles, Madrid",1.600,2 hab.,73 m²,Planta 6ª exterior con ascensor,/inmueble/94661453/,"
INMOBILIARIA EMMANUEL - 91.575. 34.91
Inmejorable situación en la mejor zona del Barrio de Arguelles, esquina a la C/ Princesa, arteria...
"
"Piso en calle de Quintana, Argüelles, Madrid",2.900,4 hab.,197 m²,Planta 1ª exterior con ascensor,/inmueble/97884113/,"
Inmobiliaria Emmanuel 91 5753491
A ESTRENAR!
Precioso piso todo reformado y exterior, consta de 4 dormitorios y 4 baños contando con el...
"
"Piso en Argüelles, Madrid",1.600,2 hab.,90 m²,Planta 6ª exterior con ascensor,/inmueble/98579459/,"
La Inmobiliaria Internacional CPM gestiona este estupendo y luminoso piso amueblado, de 90 m2 y 2 habitaciones; próximo al metro de Ventu...
"
"Piso en Argüelles, Madrid",1.800,1 hab.,70 m²,Planta 14ª exterior con ascensor,/inmueble/98541147/,"
La Inmobiliaria Internacional CPM gestiona este amplio y luminoso piso sin amueblar, de 70 m2 y 1 habitación; próximo al metro Ventura Ro...
"
"Piso en calle Juan Álvarez Mendizábal, Argüelles, Madrid",900,2 hab.,30 m²,Planta 10ª exterior con ascensor,/inmueble/98622277/,"
GALOTA INVERSION E INMOBILIAIRIA ALQUILA PISO IDEAL PARA ESTUDIANTES O TRABAJADORES
Para su reserva puedes contactar también por whatsA...
"
"Chalet adosado en Ciudad Universitaria, Madrid",3.500,6 hab.,422 m²,,/inmueble/96722428/,"
Nuria Salcedo de GV | PUERTA DE HIERRO comercializa el siguiente inmueble:
Fantástica casa adosada, en urbanización privada con zonas co...
"
"Casa o chalet independiente en Ciudad Universitaria, Madrid",12.000,7 hab.,1.160 m²,,/inmueble/95258239/,"
David Salcedo de GV | PUERTA DE HIERRO comercializa el siguiente inmueble:
En la mejor zona de la colonia Puerta de Hierro encontramos e...
"
"Casa o chalet independiente en Ciudad Universitaria, Madrid",12.000,5 hab.,800 m²,,/inmueble/27682448/,"
Beatriz Mateo-Sagasta de GV | PUERTA DE HIERRO comercializa la siguiente vivienda:
Son 4 plantas sobre 1000 m2 de parcela los que configu...
"
"Piso en calle de Romero Robledo, Argüelles, Madrid",990,1 hab.,50 m², interior con ascensor,/inmueble/98488374/,"
Estupendo apartamento de 50m², recién reformado con las mas altas calidades. Distribuido en una habitación individual con maletero, cocin...
"
"Piso en avenida Santo Ángel de la Guarda, Valdezarza, Madrid",1.700,2 hab.,100 m²,Planta 2ª exterior con ascensor,/inmueble/98278930/,"
Piso en alquiler en Valdezarza.
PISO EN URBANIZACIÓN CON PISCINA A ESTRENAR.
Ubicado en una urbanización cerrada con piscina y amplias z...
"
"Piso en calle de Irún, Argüelles, Madrid",2.800,3 hab.,100 m²,Planta 5ª exterior con ascensor,/inmueble/98273699/,"
Piso en alquiler en Palacio.
PISO MUY LUMINOSO CON PISCINA, GARAJE Y TRASTERO EN IRÚN.
Precioso piso a estrenar de 100 m² útiles con pis...
"
"Piso en calle de Romero Robledo, Argüelles, Madrid",1.100,1 hab.,60 m²,Planta 4ª interior con ascensor,/inmueble/98270725/,"
Piso en alquiler en Argüelles
En la zona más céntrica, a un paso del Parque del Oeste. La vivienda está distribuida en un dormitorio y un...
"
"Casa o chalet independiente en Ciudad Universitaria, Madrid",10.500,6 hab.,702 m²,,/inmueble/98293133/,"
Estupendo chalet independiente de 702 m² amueblado en parcela de 1.004 m² en zona Puerta de Hierro. La casa dispone de ascensor en todas...
"
"Ático en Argüelles, Madrid",1.590,3 hab.,100 m²,Planta 5ª exterior con ascensor,/inmueble/98609018/,"
La Inmobiliaria Internacional CPM gestiona este estupendo y luminoso ático sin amueblar, de 100 m2, 3 habitaciones y terraza; próximo al...
"
"Casa o chalet independiente en Aravaca, Madrid",4.500,8 hab.,360 m²,,/inmueble/98576128/,"
Una casa de lujo difícil de encontrar y con mucho encanto.
La distribución de esta vivienda es perfecta para destinar parte de la misma a...
"
"Piso en calle de Valderrey, 37, Valdezarza, Madrid",1.390,3 hab.,90 m²,Planta 1ª con ascensor,/inmueble/97689880/,"
[ESP] Disponible en: 02/01/2023.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
[ENG] Available from: 02/01/2023....
"
"Chalet adosado en Aravaca, Madrid",2.750,4 hab.,300 m²,,/inmueble/27300219/,"
Casa disponible. Fantástico chalet adosado con piscina común en Aravaca.
La distribución es la siguiente: Hall de entrada muy
amplio co...
"
"Piso en calle de Aguarón, Valdemarín, Madrid",1.100,1 hab.,56 m²,Planta 1ª exterior con ascensor,/inmueble/98592924/,"
Coqueto piso completamente reformado, se encuentra distribuido de la siguiente manera: El hall de entrada nos da paso a mano derecha con...
"
"Piso en El Plantío, Madrid",1.400,2 hab.,93 m², exterior con ascensor,/inmueble/98421221/,"
Luminoso bajo exterior en Pozuelo
Engel & Völkers presenta este bajo exterior que sorprende tanto por su luminosidad como por su terraza...
"
"Piso en Argüelles, Madrid",3.200,3 hab.,216 m²,Planta 1ª exterior con ascensor,/inmueble/98254430/,"
Amplio y luminoso piso con vistas en Ferraz en alquiler
Engel & Völkers les presenta esta propiedad con orientación oeste, ubicada en una...
"
"Ático en Av. de Valdemarín, Valdemarín, Madrid",3.200,4 hab.,195 m²,Planta 2ª exterior con ascensor,/inmueble/98254720/,"
""WORLD GESTIÓN INMOBILIARIA ALQUILA""
Estupendo ÁTICO con gran terraza de unos 100m2 con hermosas vistas, distribuido en hall de entrada...
"
"Piso en paseo del Pintor Rosales, Argüelles, Madrid",3.000,3 hab.,160 m²,Planta 5ª exterior con ascensor,/inmueble/98070736/,"
JS Gestión Inmobiliaria ofrece en alquiler, espectacular piso exterior, en pleno Paseo de Pintor Rosales.
Situado en el distrito de Mon...
"
"Piso en paseo Rinconada, Aravaca, Madrid",3.200,4 hab.,237 m²,Planta 1ª exterior con ascensor,/inmueble/98062156/,"
JS Gestión Inmobiliaria ofrece en alquiler magnifico piso exterior, con 4 dormitorios, 4 baños (incluido dormitorio y baño de servicio) 1...
"
"Piso en ilustración, Argüelles, Madrid",1.550,2 hab.,70 m²,Planta 1ª exterior con ascensor,/inmueble/92563646/,"
DISPONIBLE A PARTIR DEL 11 DE JULIO
En Altor Asesores te ofrecemos en alquiler magnifica vivienda recién reformada y amueblada con mater...
"
"Dúplex en Ciudad Universitaria, Madrid",3.400,4 hab.,240 m²,Bajo exterior con ascensor,/inmueble/98124702/,"
La Inmobiliaria Internacional CPM gestiona este magnífico y luminoso dúplex amueblado, de 310 m2, 4 dormitorios, terraza con jardín de 25...
"
"Piso en calle de Ferraz, Argüelles, Madrid",2.890,4 hab.,160 m², exterior con ascensor,/inmueble/98302297/,"
Piso de 160m² en finca Regia. Dispone de 4 dormitorios, 2 de ellos muy grandes (uno de ellos con salida a galería) y 2 tamaño individual....
"
"Piso en Av. de la Reina Victoria, 32, Ciudad Universitaria, Madrid",2.050,4 hab.,110 m²,Entreplanta interior con ascensor,/inmueble/98089802/,"
Galota Inversiones e inmobiliaria ALQUILA piso ideal para estudiantes en Av de la Reina Victoria.
Excelente zona de inversión o famili...
"
"Piso en calle Evaristo San Miguel, 4, Argüelles, Madrid",1.100,1 hab.,65 m²,Planta 6ª exterior con ascensor,/inmueble/98146048/,"
GALOTA INVERSIONES E INMOBILIARIA ALQUILA ACOGEDOR Y HERMOSO PISO
Amplio piso en alquiler, con un excelente estado de conservación....
"
"Piso en calle de Francisco Lozano, Argüelles, Madrid",1.625,2 hab.,95 m²,Planta 5ª exterior con ascensor,/inmueble/97886190/,"
Alquiler de piso en la zona más tranquila de Arguelles Moncloa.
El piso se encuentra en la C/ Francisco Lozano, calle muy tranquila por n...
"
"Piso en avenida del Talgo, 222, Aravaca, Madrid",1.350,2 hab.,91 m²,Planta 3ª exterior con ascensor,/inmueble/98598591/,"
Magnifico piso en Aravaca, al lado de la estación de cercanías Renfe.
La vivienda esta recién reformada con recibidor y en salón-comedor...
"
"Piso en calle Quintana, Argüelles, Madrid",1.650,2 hab.,114 m²,Planta 5ª exterior con ascensor,/inmueble/98239715/,"
INMOBILIARIA EMMANUEL 91 5753491,
BONITO PISO JUNTO A CALLE DE FERRAZA Y PARQUE DEL OESTE, 2 DORMITORIOS, 2 BAÑOS UNO DE ELLOS EN SUIITE,...
"
"Ático en calle de la princesa, Argüelles, Madrid",1.150,2 hab.,75 m²,Planta 5ª interior con ascensor,/inmueble/33875374/,"
Alquiler de piso abuhardillado con 2 dormitorios, junto al metro Argüelles, por 1150€/mes.
Totalmente amueblado y cocina equipada con el...
"
"Ático en BALMIS, Aravaca, Madrid",3.500,4 hab.,300 m²,Planta 2ª exterior con ascensor,/inmueble/98221637/,"
^**^ESPECTACULAR ATICO GRAN LUJO CON FABULOSA TERRAZA PANORAMICA…VISIÓN DE FUTURO ES VIVIR EN UNA CASA CON LAS MEJORES VISTAS A MADRID Y...
"
"Piso en JUAN ALVAREZ DE MENDIZABAL, Argüelles, Madrid",3.000,4 hab.,230 m²,Planta 4ª exterior con ascensor,/inmueble/98185275/,"
ESTUDIO HOME MADRID OFRECE vivienda de 230m2 muy luminosa, en cuarta planta exterior, con orientación noreste, en la zona céntrica de Arg...
"
"Piso en calle de Irún, Argüelles, Madrid",2.000,2 hab.,60 m²,Planta 2ª exterior con ascensor,/inmueble/98512126/,"
OBRA NUEVA A ESTRENAR / AMUEBLADO / PISCINA / GIMNASIO / SEGURIDAD 24H
SOCIOS tiene el privilegio de ofrecer MAGNIFICO Apartamento AMUEB...
"
"Dúplex en avenida de Valdemarín, Valdemarín, Madrid",3.200,4 hab.,200 m²,Planta 2ª exterior con ascensor,/inmueble/98253757/,"
Espléndido ático en Avenida de Valdemarín.
Este fabuloso ático tiene unos 200 m2 construidos y cuenta con una maravillosa terraza que oc...
"
"Piso en calle Irun, 7, Argüelles, Madrid",2.800,5 hab.,205 m²,Planta 3ª exterior con ascensor,/inmueble/97440655/,"
ATENCIÓN ESTUDIANTES
TuKsa Inmobiliaria Madrid ofrece en alquiler piso de grandes dimensiones junto al Templo de Debod. La vivienda está...
"
"Piso en Cerro de Valdecahonde, 10, Aravaca, Madrid",1.199,2 hab.,91 m²,Planta 1ª exterior con ascensor,/inmueble/95652602/,"
En el corazón de Aravaca, a tan sólo 2 minutos de la estación de tren de Aravaca y con todos los servicios a su alcance. Muy próximo a ce...
"
"Piso en paseo de Juan XXIII, 42, Ciudad Universitaria, Madrid",1.595,1 hab.,60 m², con ascensor,/inmueble/97929382/,"
[ESP] Disponible en: 11/06/2022.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
[ENG] Available from: 11/06/2022....
"
"Piso en paseo de Juan XXIII, 42, Ciudad Universitaria, Madrid",1.595,1 hab.,60 m², con ascensor,/inmueble/97929386/,"
[ESP] Disponible en: 02/09/2022.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
[ENG] Available from: 02/09/2022....
"
"Piso en paseo de Juan XXIII, 42, Ciudad Universitaria, Madrid",1.776,1 hab.,60 m², con ascensor,/inmueble/97929380/,"
[ESP] Disponible en: 02/09/2022.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
[ENG] Available from: 02/09/2022....
"
"Piso en paseo de Juan XXIII, 42, Ciudad Universitaria, Madrid",1.776,1 hab.,60 m², con ascensor,/inmueble/97929354/,"
[ESP] Disponible en: 02/09/2022.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
[ENG] Available from: 02/09/2022....
"
"Piso en paseo de Juan XXIII, 42, Ciudad Universitaria, Madrid",1.782,1 hab.,60 m², con ascensor,/inmueble/97929396/,"
[ESP] Disponible en: 11/06/2022.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
[ENG] Available from: 11/06/2022....
"
"Piso en paseo de Juan XXIII, 42, Ciudad Universitaria, Madrid",1.782,1 hab.,60 m², con ascensor,/inmueble/97929389/,"
[ESP] Disponible en: 02/09/2022.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
[ENG] Available from: 02/09/2022....
"
"Piso en calle Ramiro de Maeztu, 2, Ciudad Universitaria, Madrid",1.837,1 hab.,60 m², con ascensor,/inmueble/97890012/,"
[ESP] Disponible en: 26/08/2022.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
[ENG] Available from: 26/08/2022....
"
"Piso en calle Ramiro de Maeztu, 2, Ciudad Universitaria, Madrid",1.911,1 hab.,60 m², con ascensor,/inmueble/97890011/,"
[ESP] Disponible en: 26/08/2022.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
[ENG] Available from: 26/08/2022....
"
"Piso en calle Ramiro de Maeztu, 2, Ciudad Universitaria, Madrid",1.792,1 hab.,60 m², con ascensor,/inmueble/97890010/,"
[ESP] Disponible en: 26/08/2022.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
[ENG] Available from: 26/08/2022....
"
"Piso en calle Tutor, Argüelles, Madrid",1.600,2 hab.,80 m²,Planta 4ª interior con ascensor,/inmueble/98318917/,"
GALOTA INVERSIONES E INMOBILIARIA ALQUILA AMPLIO E INTERIOR PISO
Hermoso piso en alquiler, con un excelente estado de conservación....
"
"Piso en Argüelles, Madrid",1.599,2 hab.,82 m²,Planta 4ª exterior con ascensor,/inmueble/98308457/,"
Js Gestión Inmobiliaria alquila piso de 2 dormitorios y 2 baños en la Calle Tutor, distrito de Moncloa.
Ubicado en la 4º planta de una f...
"
"Chalet adosado en Aravaca, Madrid",2.500,4 hab.,250 m²,,/inmueble/98026254/,"
Visite nuestra web livinghomes. es donde encontrará un mayor número de propiedades. Seguro que encuentra lo que busca.
Living Homes alqu...
"
"Casa o chalet independiente en Valdemarín, Madrid",6.900,5 hab.,400 m²,,/inmueble/97887591/,"
De Salas Ref. MIA01505.- Magnífico chalet independiente en Valdemarín en parcela de 2.683 m². Sus 400 m² de vivienda se distribuyen en 1...
"
"Piso en calle de Arriaza, Argüelles, Madrid",950,2 hab.,65 m²,Planta 3ª interior con ascensor,/inmueble/98596721/,"
D-2478C ZONA PRINCIPE PIO.
MINIMO UN AÑO DE ALQUILER.
Ubicada a 2 calles de la Estación de Príncipe Pio donde conectarás con metro, Renf...
"
"Piso en calle de la Princesa, Argüelles, Madrid",1.800,1 hab.,70 m²,Planta 14ª exterior con ascensor,/inmueble/98538029/,"
abbitae propiedades ofrece en alquiler espectacular apartamento con impresionantes vistas situado en la decimo cuarta planta de un edific...
"
"Estudio en C. de Irún, Argüelles, Madrid",1.950,37 m²,Planta 2ª exterior con ascensor,,/inmueble/97107458/,"
Este apartamento estará disponible desde el 02/08/23.
Evita todas las molestias de alquilar sin amueblar al optar por nuestros apartamen...
"
"Piso en plaza de españa, 18, Argüelles, Madrid",2.850,2 hab.,88 m²,Planta 20ª exterior con ascensor,/inmueble/32421669/,"
Tarifas y Condiciones
Piso de calidad lujo de Home Club disponible para alquiler por meses. Suministros incluidos en el precio: Electrici...
"
"Piso en calle de Irún, 15, Argüelles, Madrid",2.160,1 hab.,52 m²,Planta 1ª exterior con ascensor,/inmueble/95539275/,"
Tarifas y Condiciones
Piso de Home Club disponible por alquiler por meses. Suministros incluidos en el precio: Electricidad (hasta 120€/m...
"
"Piso en calle de Irún, 15, Argüelles, Madrid",1.890,1 hab.,52 m²,Planta 1ª exterior con ascensor,/inmueble/95539914/,"
Tarifas y Condiciones
Piso de Home Club disponible por alquiler por meses. Suministros incluidos en el precio: Electricidad (hasta 120€/m...
"
"Piso en plaza de españa, 18, Argüelles, Madrid",2.970,2 hab.,90 m²,Planta 27ª exterior con ascensor,/inmueble/32398721/,"
Tarifas y Condiciones
Piso de calidad lujo de Home Club disponible para alquiler de larga estancia. Suministros incluidos en el precio: E...
"
"Piso en plaza de España, 18, Argüelles, Madrid",3.105,2 hab.,99 m²,Planta 17ª exterior con ascensor,/inmueble/29771822/,"
Tarifas y Condiciones
Piso de Home Club disponible por alquiler por meses. Suministros incluidos en el precio: Electricidad (hasta 120€/m...
"
"Piso en Carlos Dubois, 3, El Plantío, Madrid",2.500,5 hab.,350 m²,Bajo exterior sin ascensor,/inmueble/98608623/,"
AMPLIO CHALET MUY LUMINOSO
Excelente chalet en una de las mejores zonas de Madrid en Carretera del Plantío - Majadahonda.
El chalet tie...
"
"Estudio en calle Aguarón, Valdemarín, Madrid",900,55 m²,Planta 2ª exterior con ascensor,,/inmueble/98588378/,"
Chrystie & Didie ofrece en Exclusiva. Loft muy luminoso en Valdemarín, (Amueblado) con una Gran Plaza de Garaje incluido en el precio, en...
"
"Piso en Princesa, Argüelles, Madrid",1.250,1 hab.,72 m²,Planta 12ª exterior con ascensor,/inmueble/94048600/,"
Estupendo piso de lujo recién reformado, amueblado, 1 dormitorio con cama de matrimonio, salón, cocina amueblada y equipada, cuarto de ba...
"
"Estudio en calle de la Princesa, Argüelles, Madrid",1.300,49 m²,Planta 1ª exterior con ascensor,,/inmueble/98518832/,"
Altor Asesores pone a su disposición exclusivo inmueble exterior reformado en altas calidades en la Calle Princesa.
La vivienda es una p...
"
"Ático en DOCTOR BALMIS, 38, Aravaca, Madrid",1.700,1 hab.,87 m²,Planta 3ª exterior con ascensor,/inmueble/89263590/,"
Single Home alquila una vivienda de un cliente en una de las más prestigiosas promociones de Aravaca, Doctor Balmis 34-46. Vivienda usada...
"
"Piso en plaza de Cristo Rey, 7, Ciudad Universitaria, Madrid",1.738,1 hab.,60 m², con ascensor,/inmueble/97929351/,"
[ESP] Disponible en: 11/06/2022.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
[ENG] Available from: 11/06/2022....
"
"Piso en plaza de Cristo Rey, 7, Ciudad Universitaria, Madrid",1.738,1 hab.,60 m², con ascensor,/inmueble/97929363/,"
[ESP] Disponible en: 26/08/2022.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
[ENG] Available from: 26/08/2022....
"
"Ático en calle de Irún, 15, Argüelles, Madrid",3.200,3 hab.,112 m²,Planta 7ª exterior con ascensor,/inmueble/97896406/,"
A 5 minutos andando a Gran Vía, el Madrid de Los Austrias, la Casa de Campo (5 veces más que Central Park) y Madrid Rio o los 65 km de an...
"
"Estudio en calle de la Princesa, Argüelles, Madrid",2.200,35 m²,Planta 20ª exterior con ascensor,,/inmueble/88492589/,"
Luxury Up presenta este lujoso ático decorado con refinado estilo japonés y coronado con las mejores vistas panorámicas que se puedan ima...
"
"Piso en avenida Santo Ángel de la Guarda, Valdezarza, Madrid",1.100,1 hab.,48 m²,Planta 1ª exterior con ascensor,/inmueble/98564553/,"
Apartamento de lujo a estrenar, obra nueva, excelentes calidades, exterior, muy luminoso.
Urbanización privada, con portero, gimnasio, p...
"
"Piso en calle Valdivieso, 5, Aravaca, Madrid",900,3 hab.,78 m²,Planta 1ª exterior sin ascensor,/inmueble/98315092/,"
Se alquila estupenda vivienda recién reformada, exterior y muy luminosa de 78m2 (72 útiles) según catastro. Consta de hall recibidor, 3 d...
"
"Piso en Argüelles, Madrid",1.650,2 hab.,114 m²,Planta 5ª exterior con ascensor,/inmueble/98112194/,"
La Inmobiliaria Internacional CPM gestiona este estupendo y luminoso piso sin amueblar, de 114 m2, 2 habitaciones y terraza; próximo al m...
"
"Piso en Argüelles, Madrid",4.500,3 hab.,220 m²,Planta 2ª exterior con ascensor,/inmueble/98088397/,"
BARNES Madrid presenta esta vivienda de lujo totalmente reformada y amueblada a estrenar con las más altas calidades.
Excelente ubicació...
"
"Piso en calle de Quintana, Argüelles, Madrid",1.600,2 hab.,90 m²,Planta 6ª exterior con ascensor,/inmueble/97971911/,"
Inmobiliaria Ham presenta MARAVILLOSO piso exterior en una de las mejores zonas de Madrid.
La distribución actual del inmueble es: un am...
"
"Piso en Valdezarza, Madrid",1.550,2 hab.,100 m²,Planta 4ª exterior con ascensor,/inmueble/97795479/,"
La Inmobiliaria Internacional CPM gestiona este estupendo y luminoso piso sin amueblar, de 100 m2 y 2 dormitorios; situado en urbanizació...
"
"Estudio en calle de Irún, Argüelles, Madrid",900,72 m², exterior con ascensor,,/inmueble/98148724/,"
¡ATRACTIVO ESTUDIO EN ALQUILER!
HousinGo presenta este atractivo ESTUDIO, muy luminoso y espacioso, con 1 cuarto de baño. Se encuentra ub...
"
"Piso en General Cadenas Campos, 20, Valdezarza, Madrid",1.750,1 hab.,87 m²,Planta 10ª exterior con ascensor,/inmueble/97647454/,"
ESPECTACULAR VIVIENDA CON MAGNÍFICA TERRAZA Y ESPLÉNDIDAS VISTAS A LA SIERRA Y AL SKYLINE DE MADRID!
Espectacular vivienda, llena de luz...
"
"Ático en Almansa, 100, Ciudad Universitaria, Madrid",1.800,2 hab.,105 m²,Planta 8ª exterior con ascensor,/inmueble/97589526/,"
Se alquila fantástico ático con terrazas en la zona universitaria.
Los 105 metros están distribuidos en 2 habitaciones, 2 baños, zona ve...
"
"Piso en calle de Irún, Argüelles, Madrid",2.800,3 hab.,100 m²,Planta 5ª exterior con ascensor,/inmueble/98616454/,"
¡EXCLUSIVO! PISO A ESTRENAR NUEVA CONSTRUCCION EN UNO DE LOS MEJORES EDIFICIOS DEL CENTRO DE MADRID
INTERESADOS COMUNICARSE TELÉFONICAME...
"
"Piso en paseo de la Florida, 24, Casa de Campo, Madrid",1.650,3 hab.,109 m²,Planta 8ª exterior con ascensor,/inmueble/98571702/,"
Vivienda XXI alquila este magnífico piso de 109m2 exterior.
Distribuida en hall de entrada con armario empotrado, amplio salón con dos a...
"
"Piso en calle de Quintana, Argüelles, Madrid",1.600,2 hab.,90 m²,Planta 6ª exterior con ascensor,/inmueble/98578820/,"
ACLARA Servicios Inmobiliarios, presenta el piso mas moderno de todo el barrio, exterior en una de las mejores zonas de Madrid.
Amplio sa...
"
"Piso en Cerro de Valdecahonde, 26, Aravaca, Madrid",1.325,3 hab.,107 m²,Planta 3ª exterior con ascensor,/inmueble/94710653/,"
¡Sin comisiones de agencia!
En el corazón de Aravaca, a tan sólo 2 minutos de la estación de tren de Aravaca y con todos los servicios a...
"
